==================== 2026-01-11T23:51:55.436057Z | 891c2d17-7534-4e10-bc9a-2d1ebcbc41ba ====================
00:00:31.330047 [info ]: Loading ~/.dbt/profiles.yml
00:00:34.209919 [info ]: Loading ~/.dbt/profiles.yml
00:00:52.429036 [info ]: Loading ~/.dbt/profiles.yml
00:03:34.706769 [info ]: Loading ~/.dbt/profiles.yml
00:03:35.791386 [info ]: Loading ~/.dbt/profiles.yml
00:03:36.224088 [info ]: Loading ~/.dbt/profiles.yml
00:03:37.357523 [info ]: Loading ~/.dbt/profiles.yml
00:05:07.909048 [info ]: Loading ~/.dbt/profiles.yml
00:05:15.132736 [info ]: Loading ~/.dbt/profiles.yml
00:05:46.338782 [info ]: Loading ~/.dbt/profiles.yml
00:07:26.633209 [info ]: Loading ~/.dbt/profiles.yml
00:07:28.962499 [info ]: Loading ~/.dbt/profiles.yml
00:07:29.618519 [info ]: Loading ~/.dbt/profiles.yml
00:10:29.442033 [info ]: Loading ~/.dbt/profiles.yml
00:10:31.811554 [info ]: Loading ~/.dbt/profiles.yml
00:13:40.972823 [info ]: Loading ~/.dbt/profiles.yml
00:13:42.360513 [info ]: Loading ~/.dbt/profiles.yml
00:13:47.511187 [info ]: Loading ~/.dbt/profiles.yml
00:16:43.181684 [info ]: Loading ~/.dbt/profiles.yml
00:17:05.452432 [info ]: Loading ~/.dbt/profiles.yml
00:17:05.793084 [info ]: Loading ~/.dbt/profiles.yml
00:18:06.019533 [info ]: Loading ~/.dbt/profiles.yml
00:18:06.265456 [info ]: Loading ~/.dbt/profiles.yml
00:18:06.350589 [info ]: Loading ~/.dbt/profiles.yml
00:18:06.414418 [info ]: Loading ~/.dbt/profiles.yml
00:18:06.564864 [info ]: Loading ~/.dbt/profiles.yml
00:18:06.775375 [info ]: Loading ~/.dbt/profiles.yml
00:18:07.176532 [info ]: Loading ~/.dbt/profiles.yml
